site,interval,DATE,Month,Day,Hour,Minute,H2CO,H2CO_30s,H2CO_2min,H2CO_5min,H2O,CH4,NumberOfSecondsInAvg,PhilZero,H2CO_Phil_Zeroes,CH4_Zeros,H2CO_Zero,dt_str,dt,dt_zeroes,H2CO_Values,CH4_Values,H2CO_Zero_Calc,Interpolated_H2CO_Zeroes,H2CO_Corrected
HW,001m,2024-07-20,07,20,15,01,3.32968251,3.312374492,1.853618325,1.157274234,1.411189394,1.937291405,55,FALSE,,FALSE,,2024-07-20 15:01,2024-07-20 15:01:00,,3.32968251,1.937291405,,0.730592597,2.599089914
HW,001m,2024-07-20,07,20,15,02,3.184394839,3.336882637,3.12168254,1.682798093,1.405901039,1.935531478,56,FALSE,,FALSE,,2024-07-20 15:02,2024-07-20 15:02:00,,3.184394839,1.935531478,,0.729440732,2.454954107
HW,001m,2024-07-20,07,20,15,03,3.169376303,3.160862085,3.254546613,2.15985995,1.402175929,1.934161901,55,FALSE,,FALSE,,2024-07-20 15:03,2024-07-20 15:03:00,,3.169376303,1.934161901,,0.728288867,2.441087437
HW,001m,2024-07-20,07,20,15,04,3.304146725,3.291286934,3.185509316,2.686899038,1.384142576,1.934892278,55,FALSE,,FALSE,,2024-07-20 15:04,2024-07-20 15:04:00,,3.304146725,1.934892278,,0.727137002,2.577009724
HW,001m,2024-07-20,07,20,15,05,3.246450325,3.224153412,3.239000053,3.171734343,1.404455987,1.931774225,55,FALSE,,FALSE,,2024-07-20 15:05,2024-07-20 15:05:00,,3.246450325,1.931774225,,0.725985137,2.520465188
HW,001m,2024-07-20,07,20,15,06,3.508297879,3.386995646,3.306392005,3.272294503,1.421712842,1.932534304,55,FALSE,,FALSE,,2024-07-20 15:06,2024-07-20 15:06:00,,3.508297879,1.932534304,,0.724833272,2.783464607
HW,001m,2024-07-20,07,20,15,07,3.529213652,3.734471532,3.532490171,3.335952946,1.39098694,1.935950727,56,FALSE,,FALSE,,2024-07-20 15:07,2024-07-20 15:07:00,,3.529213652,1.935950727,,0.723681407,2.805532245
HW,001m,2024-07-20,07,20,15,08,2.962332961,2.830619262,3.35214088,3.310846313,1.39513208,1.935213069,55,FALSE,,FALSE,,2024-07-20 15:08,2024-07-20 15:08:00,,2.962332961,1.935213069,,0.722529542,2.239803419
HW,001m,2024-07-20,07,20,15,09,3.48679221,3.368085835,3.113287217,3.305789492,1.449292391,1.933600203,56,FALSE,,FALSE,,2024-07-20 15:09,2024-07-20 15:09:00,,3.48679221,1.933600203,,0.721377677,2.765414533
HW,001m,2024-07-20,07,20,15,10,3.50366176,3.655447116,3.431697266,3.388062208,1.423962054,1.933146063,55,FALSE,,FALSE,,2024-07-20 15:10,2024-07-20 15:10:00,,3.50366176,1.933146063,,0.720225812,2.783435948
HW,001m,2024-07-20,07,20,15,11,3.019659677,3.148041159,3.445263988,3.361500258,1.397706689,1.933545597,56,FALSE,,FALSE,,2024-07-20 15:11,2024-07-20 15:11:00,,3.019659677,1.933545597,,0.719073947,2.30058573
HW,001m,2024-07-20,07,20,15,12,3.487219245,3.356923393,3.248482701,3.273630574,1.419886991,1.933863319,55,FALSE,,FALSE,,2024-07-20 15:12,2024-07-20 15:12:00,,3.487219245,1.933863319,,0.717922082,2.769297163
HW,001m,2024-07-20,07,20,15,13,3.276575176,3.281334814,3.304018111,3.341333161,1.426149417,1.935290132,56,FALSE,,FALSE,,2024-07-20 15:13,2024-07-20 15:13:00,,3.276575176,1.935290132,,0.716770217,2.559804959
HW,001m,2024-07-20,07,20,15,14,3.315345347,3.245946193,3.286406827,3.344353237,1.404276735,1.935112561,55,FALSE,,FALSE,,2024-07-20 15:14,2024-07-20 15:14:00,,3.315345347,1.935112561,,0.715618352,2.599726994
HW,001m,2024-07-20,07,20,15,15,3.776578496,3.615516572,3.38336357,3.322777977,1.402835327,1.933242902,56,FALSE,,FALSE,,2024-07-20 15:15,2024-07-20 15:15:00,,3.776578496,1.933242902,,0.714466487,3.062112008
HW,001m,2024-07-20,07,20,15,16,3.328152548,3.579952298,3.613664223,3.410933636,1.382934056,1.934212509,54,FALSE,,FALSE,,2024-07-20 15:16,2024-07-20 15:16:00,,3.328152548,1.934212509,,0.713314622,2.614837926
HW,001m,2024-07-20,07,20,15,17,3.256575703,3.217214409,3.443304189,3.400387939,1.401571009,1.935036929,56,FALSE,,FALSE,,2024-07-20 15:17,2024-07-20 15:17:00,,3.256575703,1.935036929,,0.712162757,2.544412946
HW,001m,2024-07-20,07,20,15,18,3.431330564,3.475309039,3.318383764,3.417449252,1.411357138,1.932805813,54,FALSE,,FALSE,,2024-07-20 15:18,2024-07-20 15:18:00,,3.431330564,1.932805813,,0.711010892,2.720319672
HW,001m,2024-07-20,07,20,15,19,3.510175519,3.350726617,3.389205195,3.44225439,1.423935356,1.934285284,55,FALSE,,FALSE,,2024-07-20 15:19,2024-07-20 15:19:00,,3.510175519,1.934285284,,0.709859027,2.800316491
HW,001m,2024-07-20,07,20,15,20,3.523502415,3.673756988,3.480838714,3.456567686,1.411938422,1.936587259,56,FALSE,,FALSE,,2024-07-20 15:20,2024-07-20 15:20:00,,3.523502415,1.936587259,,0.708707162,2.814795252
HW,001m,2024-07-20,07,20,15,21,3.497469982,3.429693391,3.545468924,3.415258026,1.449642575,1.934083776,55,FALSE,,FALSE,,2024-07-20 15:21,2024-07-20 15:21:00,,3.497469982,1.934083776,,0.707555297,2.789914685
HW,001m,2024-07-20,07,20,15,22,3.402630825,3.425366852,3.462038927,3.463832689,1.407332937,1.935898346,55,FALSE,,FALSE,,2024-07-20 15:22,2024-07-20 15:22:00,,3.402630825,1.935898346,,0.706403432,2.696227392
HW,001m,2024-07-20,07,20,15,23,3.256223164,3.228132067,3.370699954,3.435856268,1.366007999,1.934899936,55,FALSE,,FALSE,,2024-07-20 15:23,2024-07-20 15:23:00,,3.256223164,1.934899936,,0.705251567,2.550971596
HW,001m,2024-07-20,07,20,15,24,3.398794729,3.42640608,3.337869763,3.442530639,1.399727935,1.93835352,56,FALSE,,FALSE,,2024-07-20 15:24,2024-07-20 15:24:00,,3.398794729,1.93835352,,0.704099702,2.694695027
HW,001m,2024-07-20,07,20,15,25,3.129200095,3.162721708,3.288515799,3.358910177,1.368723861,1.935004684,55,FALSE,,FALSE,,2024-07-20 15:25,2024-07-20 15:25:00,,3.129200095,1.935004684,,0.702947838,2.426252258
HW,001m,2024-07-20,07,20,15,26,3.354098329,3.314727882,3.226798581,3.315644388,1.387528149,1.935911122,56,FALSE,,FALSE,,2024-07-20 15:26,2024-07-20 15:26:00,,3.354098329,1.935911122,,0.701795973,2.652302356
HW,001m,2024-07-20,07,20,15,27,3.312547826,3.347452567,3.318177834,3.301477038,1.40015438,1.933272732,55,FALSE,,FALSE,,2024-07-20 15:27,2024-07-20 15:27:00,,3.312547826,1.933272732,,0.700644108,2.611903718
HW,001m,2024-07-20,07,20,15,28,3.360762887,3.297969038,3.319353636,3.294688127,1.394818151,1.935612341,55,FALSE,,FALSE,,2024-07-20 15:28,2024-07-20 15:28:00,,3.360762887,1.935612341,,0.699492243,2.661270644
HW,001m,2024-07-20,07,20,15,29,3.237702434,3.370618552,3.339235173,3.302269547,1.3787943,1.935003084,55,FALSE,,FALSE,,2024-07-20 15:29,2024-07-20 15:29:00,,3.237702434,1.935003084,,0.698340378,2.539362057
HW,001m,2024-07-20,07,20,15,30,3.316440797,3.205648278,3.319699926,3.306974794,1.388645055,1.935858306,56,FALSE,,FALSE,,2024-07-20 15:30,2024-07-20 15:30:00,,3.316440797,1.935858306,,0.697188513,2.619252284
HW,001m,2024-07-20,07,20,15,31,3.506823453,3.389301817,3.276288838,3.322077086,1.386891266,1.934170261,55,FALSE,,FALSE,,2024-07-20 15:31,2024-07-20 15:31:00,,3.506823453,1.934170261,,0.696036648,2.810786805
HW,001m,2024-07-20,07,20,15,32,3.572884581,3.653086478,3.464439117,3.366074588,1.439180689,1.931194045,55,FALSE,,FALSE,,2024-07-20 15:32,2024-07-20 15:32:00,,3.572884581,1.931194045,,0.694884783,2.877999799
HW,001m,2024-07-20,07,20,15,33,3.481521008,3.481546457,3.565104503,3.420255727,1.439302758,1.934880647,56,FALSE,,FALSE,,2024-07-20 15:33,2024-07-20 15:33:00,,3.481521008,1.934880647,,0.693732918,2.78778809
HW,001m,2024-07-20,07,20,15,34,3.394235614,3.44704332,3.495632839,3.428951657,1.402492808,1.936064953,55,FALSE,,FALSE,,2024-07-20 15:34,2024-07-20 15:34:00,,3.394235614,1.936064953,,0.692581053,2.701654561
HW,001m,2024-07-20,07,20,15,35,3.036872371,3.148885754,3.338889705,3.427154543,1.436793252,1.935508,55,FALSE,,FALSE,,2024-07-20 15:35,2024-07-20 15:35:00,,3.036872371,1.935508,,0.691429188,2.345443183
HW,001m,2024-07-20,07,20,15,36,3.132123898,3.107948323,3.155678163,3.38106048,1.405549961,1.937080575,55,FALSE,,FALSE,,2024-07-20 15:36,2024-07-20 15:36:00,,3.132123898,1.937080575,,0.690277323,2.441846575
HW,001m,2024-07-20,07,20,15,37,3.370414026,3.338175276,3.186760888,3.31704962,1.363979032,1.935657401,56,FALSE,,FALSE,,2024-07-20 15:37,2024-07-20 15:37:00,,3.370414026,1.935657401,,0.689125458,2.681288568
HW,001m,2024-07-20,07,20,15,38,3.277504745,3.207008939,3.268172942,3.262072634,1.351254379,1.935053449,55,FALSE,,FALSE,,2024-07-20 15:38,2024-07-20 15:38:00,,3.277504745,1.935053449,,0.687973593,2.589531152
HW,001m,2024-07-20,07,20,15,39,3.282418958,3.318933793,3.2889644,3.233619603,1.366467158,1.935676852,55,FALSE,,FALSE,,2024-07-20 15:39,2024-07-20 15:39:00,,3.282418958,1.935676852,,0.686821728,2.59559723
HW,001m,2024-07-20,07,20,15,40,3.433584625,3.310349448,3.299337633,3.245134173,1.424654956,1.935918431,55,FALSE,,FALSE,,2024-07-20 15:40,2024-07-20 15:40:00,,3.433584625,1.935918431,,0.685669863,2.747914762
HW,001m,2024-07-20,07,20,15,41,3.159192683,3.294860197,3.306334564,3.293747829,1.437173928,1.938220762,56,FALSE,,FALSE,,2024-07-20 15:41,2024-07-20 15:41:00,,3.159192683,1.938220762,,0.684517998,2.474674684
HW,001m,2024-07-20,07,20,15,42,3.54107045,3.459204258,3.354476028,3.312963341,1.41674852,1.936901682,56,FALSE,,FALSE,,2024-07-20 15:42,2024-07-20 15:42:00,,3.54107045,1.936901682,,0.683366133,2.857704317
HW,001m,2024-07-20,07,20,15,43,3.251440428,3.376852335,3.39410497,3.344590659,1.381659922,1.934149611,55,FALSE,,FALSE,,2024-07-20 15:43,2024-07-20 15:43:00,,3.251440428,1.934149611,,0.682214268,2.56922616
HW,001m,2024-07-20,07,20,15,44,3.194444052,3.155464915,3.296984417,3.31602257,1.35949756,1.934151459,55,FALSE,,FALSE,,2024-07-20 15:44,2024-07-20 15:44:00,,3.194444052,1.934151459,,0.681062403,2.513381649
HW,001m,2024-07-20,07,20,15,45,3.015497174,3.090374251,3.17207267,3.294137719,1.382342456,1.934244945,55,FALSE,,FALSE,,2024-07-20 15:45,2024-07-20 15:45:00,,3.015497174,1.934244945,,0.679910538,2.335586636
HW,001m,2024-07-20,07,20,15,46,3.264871549,3.210846405,3.160683933,3.257023711,1.417243127,1.933091335,55,FALSE,,FALSE,,2024-07-20 15:46,2024-07-20 15:46:00,,3.264871549,1.933091335,,0.678758673,2.586112875
HW,001m,2024-07-20,07,20,15,47,3.252065816,3.193353309,3.173857977,3.222193986,1.420268685,1.935744009,56,FALSE,,FALSE,,2024-07-20 15:47,2024-07-20 15:47:00,,3.252065816,1.935744009,,0.677606808,2.574459008
HW,001m,2024-07-20,07,20,15,48,3.425265822,3.432899957,3.290348307,3.215836981,1.39652062,1.93393376,55,FALSE,,FALSE,,2024-07-20 15:48,2024-07-20 15:48:00,,3.425265822,1.93393376,,0.676454943,2.748810879
HW,001m,2024-07-20,07,20,15,49,3.513757002,3.454692751,3.417043676,3.270626666,1.417378922,1.933258013,55,FALSE,,FALSE,,2024-07-20 15:49,2024-07-20 15:49:00,,3.513757002,1.933258013,,0.675303078,2.838453924
HW,001m,2024-07-20,07,20,15,50,3.605446514,3.682632417,3.533965219,3.359375812,1.417057547,1.935518596,55,FALSE,,FALSE,,2024-07-20 15:50,2024-07-20 15:50:00,,3.605446514,1.935518596,,0.674151213,2.9312953
HW,001m,2024-07-20,07,20,15,51,3.468809007,3.422739283,3.561566561,3.431431492,1.40068827,1.935407304,56,FALSE,,FALSE,,2024-07-20 15:51,2024-07-20 15:51:00,,3.468809007,1.935407304,,0.672999348,2.795809659
HW,001m,2024-07-20,07,20,15,52,3.176281053,3.11669559,3.339835058,3.425640575,1.422737983,1.93311178,56,FALSE,,FALSE,,2024-07-20 15:52,2024-07-20 15:52:00,,3.176281053,1.93311178,,0.671847483,2.50443357
HW,001m,2024-07-20,07,20,15,53,3.248074753,3.367115267,3.255160876,3.41687267,1.441709328,1.933714568,55,FALSE,,FALSE,,2024-07-20 15:53,2024-07-20 15:53:00,,3.248074753,1.933714568,,0.670695619,2.577379134
HW,001m,2024-07-20,07,20,15,55,0.566280628,0.598717689,2.087379779,2.83432085,0.045913421,0.003771007,57,TRUE,0.566280628,TRUE,0.566280628,2024-07-20 15:55,2024-07-20 15:55:00,2024-07-20 15:55,,,0.669543754,0.669543754,
HW,001m,2024-07-20,07,20,15,56,0.500171552,0.504624379,0.794103407,2.229278099,0.044052932,0.004741853,58,TRUE,0.500171552,TRUE,0.500171552,2024-07-20 15:56,2024-07-20 15:56:00,2024-07-20 15:56,,,0.669543754,0.669543754,
HW,001m,2024-07-20,07,20,15,57,0.689803961,0.722000751,0.572973101,1.71267715,0.043285656,0.003583892,58,TRUE,0.689803961,TRUE,0.689803961,2024-07-20 15:57,2024-07-20 15:57:00,2024-07-20 15:57,,,0.669543754,0.669543754,
HW,001m,2024-07-20,07,20,15,58,0.649283546,0.607684139,0.637290499,1.181643149,0.042739208,0.002923275,57,TRUE,0.649283546,TRUE,0.649283546,2024-07-20 15:58,2024-07-20 15:58:00,2024-07-20 15:58,,,0.669543754,0.669543754,
HW,001m,2024-07-20,07,20,15,59,0.560019202,0.572256442,0.603898036,0.682601652,0.042229046,0.003132713,58,TRUE,0.560019202,TRUE,0.560019202,2024-07-20 15:59,2024-07-20 15:59:00,2024-07-20 15:59,,,0.669543754,0.669543754,
HW,001m,2024-07-20,07,20,16,01,3.371443906,3.372227982,1.908527778,1.12193233,1.373596137,1.93578409,55,FALSE,,FALSE,,2024-07-20 16:01,2024-07-20 16:01:00,,3.371443906,1.93578409,,0.672039773,2.699404133
HW,001m,2024-07-20,07,20,16,02,3.685905924,3.751130611,3.271007696,1.711539984,1.405690887,1.933812484,55,FALSE,,FALSE,,2024-07-20 16:02,2024-07-20 16:02:00,,3.685905924,1.933812484,,0.674535792,3.011370132
HW,001m,2024-07-20,07,20,16,03,3.484793751,3.485222919,3.60687802,2.294154037,1.42802787,1.931197174,55,FALSE,,FALSE,,2024-07-20 16:03,2024-07-20 16:03:00,,3.484793751,1.931197174,,0.677031811,2.80776194
HW,001m,2024-07-20,07,20,16,04,3.487119897,3.419331976,3.521576018,2.889302351,1.447338026,1.935497438,55,FALSE,,FALSE,,2024-07-20 16:04,2024-07-20 16:04:00,,3.487119897,1.935497438,,0.67952783,2.807592067
HW,001m,2024-07-20,07,20,16,05,3.442222164,3.546325169,3.485861012,3.419995323,1.451529054,1.934308154,56,FALSE,,FALSE,,2024-07-20 16:05,2024-07-20 16:05:00,,3.442222164,1.934308154,,0.682023849,2.760198315
HW,001m,2024-07-20,07,20,16,06,3.858556109,3.7462913,3.592488144,3.574455355,1.436827861,1.935014387,55,FALSE,,FALSE,,2024-07-20 16:06,2024-07-20 16:06:00,,3.858556109,1.935014387,,0.684519868,3.17403624
HW,001m,2024-07-20,07,20,16,07,3.530726556,3.557765281,3.640057297,3.566612559,1.415782227,1.934362275,55,FALSE,,FALSE,,2024-07-20 16:07,2024-07-20 16:07:00,,3.530726556,1.934362275,,0.687015888,2.843710669
HW,001m,2024-07-20,07,20,16,08,3.634863601,3.718748127,3.616693545,3.576591401,1.406431818,1.935690834,55,FALSE,,FALSE,,2024-07-20 16:08,2024-07-20 16:08:00,,3.634863601,1.935690834,,0.689511907,2.945351694
HW,001m,2024-07-20,07,20,16,09,3.362687557,3.359403536,3.556721766,3.580518492,1.39799499,1.932576631,56,FALSE,,FALSE,,2024-07-20 16:09,2024-07-20 16:09:00,,3.362687557,1.932576631,,0.692007926,2.670679632
HW,001m,2024-07-20,07,20,16,10,3.301349352,3.327384571,3.428533511,3.553068354,1.417245845,1.931742294,55,FALSE,,FALSE,,2024-07-20 16:10,2024-07-20 16:10:00,,3.301349352,1.931742294,,0.694503945,2.606845407
HW,001m,2024-07-20,07,20,16,11,3.361346917,3.277617596,3.307060665,3.466738917,1.400061134,1.934042083,56,FALSE,,FALSE,,2024-07-20 16:11,2024-07-20 16:11:00,,3.361346917,1.934042083,,0.696999964,2.664346953
HW,001m,2024-07-20,07,20,16,12,3.717047746,3.643608943,3.389013139,3.452267501,1.391726843,1.934380682,55,FALSE,,FALSE,,2024-07-20 16:12,2024-07-20 16:12:00,,3.717047746,1.934380682,,0.699495983,3.017551762
HW,001m,2024-07-20,07,20,16,13,3.497139727,3.625968592,3.621896389,3.469399233,1.408861933,1.936420211,55,FALSE,,FALSE,,2024-07-20 16:13,2024-07-20 16:13:00,,3.497139727,1.936420211,,0.701992002,2.795147725
HW,001m,2024-07-20,07,20,16,14,3.593331571,3.58512082,3.624386344,3.477574544,1.451000788,1.932009249,55,FALSE,,FALSE,,2024-07-20 16:14,2024-07-20 16:14:00,,3.593331571,1.932009249,,0.704488022,2.888843549
HW,001m,2024-07-20,07,20,16,15,3.933835724,3.735285977,3.619103886,3.54492522,1.52081477,1.931881154,56,FALSE,,FALSE,,2024-07-20 16:15,2024-07-20 16:15:00,,3.933835724,1.931881154,,0.706984041,3.226851683
HW,001m,2024-07-20,07,20,16,16,3.694648073,3.877182072,3.793219538,3.672981864,1.524157323,1.931852709,55,FALSE,,FALSE,,2024-07-20 16:16,2024-07-20 16:16:00,,3.694648073,1.931852709,,0.70948006,2.985168013
HW,001m,2024-07-20,07,20,16,17,3.183355853,3.313372552,3.669653185,3.657448449,1.46537129,1.93429998,56,FALSE,,FALSE,,2024-07-20 16:17,2024-07-20 16:17:00,,3.183355853,1.93429998,,0.711976079,2.471379774
HW,001m,2024-07-20,07,20,16,18,3.437098348,3.221319734,3.320582861,3.550206847,1.470980221,1.933189804,56,FALSE,,FALSE,,2024-07-20 16:18,2024-07-20 16:18:00,,3.437098348,1.933189804,,0.714472098,2.72262625
HW,001m,2024-07-20,07,20,16,19,3.783450769,3.811832329,3.45068124,3.589224646,1.490375542,1.933273496,55,FALSE,,FALSE,,2024-07-20 16:19,2024-07-20 16:19:00,,3.783450769,1.933273496,,0.716968117,3.066482652
HW,001m,2024-07-20,07,20,16,20,3.761456437,3.754596047,3.731273871,3.59726979,1.456194746,1.93435564,56,FALSE,,FALSE,,2024-07-20 16:20,2024-07-20 16:20:00,,3.761456437,1.93435564,,0.719464137,3.041992301
HW,001m,2024-07-20,07,20,16,21,3.441441091,3.500203252,3.668817559,3.540251057,1.461359694,1.93303306,55,FALSE,,FALSE,,2024-07-20 16:21,2024-07-20 16:21:00,,3.441441091,1.93303306,,0.721960156,2.719480935
HW,001m,2024-07-20,07,20,16,22,3.544915938,3.581953745,3.577099497,3.557730166,1.449028537,1.931559859,55,FALSE,,FALSE,,2024-07-20 16:22,2024-07-20 16:22:00,,3.544915938,1.931559859,,0.724456175,2.820459763
HW,001m,2024-07-20,07,20,16,23,3.673829701,3.571911736,3.528957792,3.625194435,1.471873325,1.932910252,55,FALSE,,FALSE,,2024-07-20 16:23,2024-07-20 16:23:00,,3.673829701,1.932910252,,0.726952194,2.946877507
HW,001m,2024-07-20,07,20,16,24,3.794356643,3.733228955,3.609326513,3.622273137,1.475660846,1.931781108,56,FALSE,,FALSE,,2024-07-20 16:24,2024-07-20 16:24:00,,3.794356643,1.931781108,,0.729448213,3.06490843
HW,001m,2024-07-20,07,20,16,25,3.829314277,3.862911499,3.782359065,3.645402422,1.519356702,1.933588133,55,FALSE,,FALSE,,2024-07-20 16:25,2024-07-20 16:25:00,,3.829314277,1.933588133,,0.731944232,3.097370045
HW,001m,2024-07-20,07,20,16,26,3.930557734,3.964442079,3.905396498,3.715299786,1.480817197,1.932194634,55,FALSE,,FALSE,,2024-07-20 16:26,2024-07-20 16:26:00,,3.930557734,1.932194634,,0.734440251,3.196117483
HW,001m,2024-07-20,07,20,16,27,3.659188716,3.707011613,3.871879473,3.763282465,1.391395329,1.932297584,55,FALSE,,FALSE,,2024-07-20 16:27,2024-07-20 16:27:00,,3.659188716,1.932297584,,0.736936271,2.922252446
HW,001m,2024-07-20,07,20,16,28,3.662202945,3.6416558,3.690871283,3.779567459,1.399226301,1.934855018,55,FALSE,,FALSE,,2024-07-20 16:28,2024-07-20 16:28:00,,3.662202945,1.934855018,,0.73943229,2.922770656
HW,001m,2024-07-20,07,20,16,29,3.685190092,3.665771128,3.642667854,3.776429859,1.432277519,1.931538954,56,FALSE,,FALSE,,2024-07-20 16:29,2024-07-20 16:29:00,,3.685190092,1.931538954,,0.741928309,2.943261783
HW,001m,2024-07-20,07,20,16,30,3.97904436,3.829558691,3.718379454,3.754059602,1.442981023,1.932610067,55,FALSE,,FALSE,,2024-07-20 16:30,2024-07-20 16:30:00,,3.97904436,1.932610067,,0.744424328,3.234620032
HW,001m,2024-07-20,07,20,16,31,4.012353833,4.117359011,3.92104561,3.784181221,1.463926419,1.933068697,56,FALSE,,FALSE,,2024-07-20 16:31,2024-07-20 16:31:00,,4.012353833,1.933068697,,0.746920347,3.265433486
HW,001m,2024-07-20,07,20,16,32,3.816182078,3.853889616,4.01755977,3.813434679,1.51564773,1.933106438,56,FALSE,,FALSE,,2024-07-20 16:32,2024-07-20 16:32:00,,3.816182078,1.933106438,,0.749416366,3.066765712
HW,001m,2024-07-20,07,20,16,33,3.538509732,3.545371745,3.778340694,3.818683821,1.448649526,1.933536908,55,FALSE,,FALSE,,2024-07-20 16:33,2024-07-20 16:33:00,,3.538509732,1.933536908,,0.751912385,2.786597347
HW,001m,2024-07-20,07,20,16,34,3.82517191,3.828061499,3.661264462,3.82135301,1.448005488,1.932663781,55,FALSE,,FALSE,,2024-07-20 16:34,2024-07-20 16:34:00,,3.82517191,1.932663781,,0.754408405,3.070763505
HW,001m,2024-07-20,07,20,16,35,3.552551316,3.544829103,3.686898729,3.807603387,1.442535779,1.934493432,54,FALSE,,FALSE,,2024-07-20 16:35,2024-07-20 16:35:00,,3.552551316,1.934493432,,0.756904424,2.795646892
HW,001m,2024-07-20,07,20,16,36,3.791845675,3.748313013,3.662315418,3.717780967,1.451415514,1.931673281,56,FALSE,,FALSE,,2024-07-20 16:36,2024-07-20 16:36:00,,3.791845675,1.931673281,,0.759400443,3.032445232
HW,001m,2024-07-20,07,20,16,37,3.982643102,4.010982522,3.800381858,3.718784125,1.476455402,1.93374789,54,FALSE,,FALSE,,2024-07-20 16:37,2024-07-20 16:37:00,,3.982643102,1.93374789,,0.761896462,3.220746639
HW,001m,2024-07-20,07,20,16,38,3.397843168,3.512237919,3.81315682,3.730695911,1.434653164,1.935338975,56,FALSE,,FALSE,,2024-07-20 16:38,2024-07-20 16:38:00,,3.397843168,1.935338975,,0.764392481,2.633450687
HW,001m,2024-07-20,07,20,16,39,3.428415508,3.461154305,3.569406287,3.680499215,1.469887678,1.933639453,56,FALSE,,FALSE,,2024-07-20 16:39,2024-07-20 16:39:00,,3.428415508,1.933639453,,0.7668885,2.661527008
HW,001m,2024-07-20,07,20,16,40,3.530606532,3.472665928,3.435951748,3.629369901,1.448837179,1.934652298,55,FALSE,,FALSE,,2024-07-20 16:40,2024-07-20 16:40:00,,3.530606532,1.934652298,,0.769384519,2.761222012
HW,001m,2024-07-20,07,20,16,41,3.902348201,3.721481854,3.532003179,3.629801452,1.481633198,1.934767515,54,FALSE,,FALSE,,2024-07-20 16:41,2024-07-20 16:41:00,,3.902348201,1.934767515,,0.771880539,3.130467662
HW,001m,2024-07-20,07,20,16,42,3.82833733,3.955741788,3.811061231,3.635823439,1.486619424,1.932208226,55,FALSE,,FALSE,,2024-07-20 16:42,2024-07-20 16:42:00,,3.82833733,1.932208226,,0.774376558,3.053960772
HW,001m,2024-07-20,07,20,16,43,3.891106485,3.787265225,3.887141621,3.658494539,1.488285968,1.934186734,56,FALSE,,FALSE,,2024-07-20 16:43,2024-07-20 16:43:00,,3.891106485,1.934186734,,0.776872577,3.114233908
HW,001m,2024-07-20,07,20,16,44,3.847613338,3.945666316,3.854386306,3.748701394,1.478762612,1.930973827,55,FALSE,,FALSE,,2024-07-20 16:44,2024-07-20 16:44:00,,3.847613338,1.930973827,,0.779368596,3.068244742
HW,001m,2024-07-20,07,20,16,45,3.844391844,3.706315909,3.862680185,3.829586794,1.451446777,1.933340726,55,FALSE,,FALSE,,2024-07-20 16:45,2024-07-20 16:45:00,,3.844391844,1.933340726,,0.781864615,3.062527229
HW,001m,2024-07-20,07,20,16,46,3.689844874,3.828100978,3.78434309,3.85001253,1.500988555,1.929131338,55,FALSE,,FALSE,,2024-07-20 16:46,2024-07-20 16:46:00,,3.689844874,1.929131338,,0.784360634,2.905484239
HW,001m,2024-07-20,07,20,16,47,4.056762338,4.021208342,3.849973419,3.844934547,1.433742049,1.930837718,55,FALSE,,FALSE,,2024-07-20 16:47,2024-07-20 16:47:00,,4.056762338,1.930837718,,0.786856654,3.269905684
HW,001m,2024-07-20,07,20,16,48,3.873005764,3.841086763,3.940934071,3.872419885,1.405067887,1.932516044,55,FALSE,,FALSE,,2024-07-20 16:48,2024-07-20 16:48:00,,3.873005764,1.932516044,,0.789352673,3.083653092
HW,001m,2024-07-20,07,20,16,49,3.549929701,3.644719839,3.817452284,3.829811913,1.408091864,1.93391774,56,FALSE,,FALSE,,2024-07-20 16:49,2024-07-20 16:49:00,,3.549929701,1.93391774,,0.791848692,2.758081009
HW,001m,2024-07-20,07,20,16,50,3.642399317,3.51259749,3.622261813,3.775801218,1.425875072,1.932926889,56,FALSE,,FALSE,,2024-07-20 16:50,2024-07-20 16:50:00,,3.642399317,1.932926889,,0.794344711,2.848054606
HW,001m,2024-07-20,07,20,16,51,3.880930815,3.917843547,3.683659852,3.788856672,1.432270396,1.934283619,55,FALSE,,FALSE,,2024-07-20 16:51,2024-07-20 16:51:00,,3.880930815,1.934283619,,0.79684073,3.084090085
HW,001m,2024-07-20,07,20,16,52,4.010356685,3.915114714,3.828107109,3.767258562,1.379265617,1.933779935,55,FALSE,,FALSE,,2024-07-20 16:52,2024-07-20 16:52:00,,4.010356685,1.933779935,,0.799336749,3.211019936
HW,001m,2024-07-20,07,20,16,53,4.488211102,4.429307186,4.089153764,3.847365393,1.413609597,1.932821074,55,FALSE,,FALSE,,2024-07-20 16:53,2024-07-20 16:53:00,,4.488211102,1.932821074,,0.801832768,3.686378334
HW,001m,2024-07-20,07,20,16,55,0.640938408,0.724294877,2.731632118,3.483822562,0.045485506,0.004899565,57,TRUE,0.640938408,TRUE,0.640938408,2024-07-20 16:55,2024-07-20 16:55:00,2024-07-20 16:55,,,0.804328788,0.804328788,
HW,001m,2024-07-20,07,20,16,56,0.55630525,0.606716162,1.019486023,2.837065505,0.043572907,0.004380183,57,TRUE,0.55630525,TRUE,0.55630525,2024-07-20 16:56,2024-07-20 16:56:00,2024-07-20 16:56,,,0.804328788,0.804328788,
